date,code,name,score,regime,strategy,sector,exit_type,ret_pct
2025-07-11,010060,OCI홀딩스,79.87,neutral,모멘텀(),금융,stop,-2.0000
2025-07-14,048410,현대바이오,81.29,neutral,모멘텀(),화학,stop,-2.0000
2025-07-14,476060,온코닉테라퓨틱스,79.89,neutral,모멘텀(),일반서비스,stop,-2.0000
2025-07-14,041190,우리기술투자,79.19,neutral,모멘텀(),금융,open,-2.8878
2025-07-14,000370,한화손해보험,77.86,neutral,모멘텀(),보험,stop,-2.0000
2025-07-14,003490,대한항공,77.09,neutral,모멘텀(),운송/창고,stop,-2.0000
2025-07-15,087010,펩트론,84.20,strong,모멘텀(),제약,open,-3.4043
2025-07-15,214430,아이쓰리시스템,78.62,strong,모멘텀(),전기/전자,open,-3.3912
2025-07-15,108490,로보티즈,68.82,strong,모멘텀(),기계/장비,open,-5.0221
2025-07-15,064260,다날,68.69,strong,모멘텀(),IT 서비스,open,-4.6948
2025-07-15,103140,풍산,67.63,strong,모멘텀(),금속,stop,-2.0000
2025-07-16,213420,덕산네오룩스,97.32,weak,종가매매,전기/전자,open,-2.3002
2025-07-16,002380,KCC,53.18,weak,종가매매,화학,close,0.5155
2025-07-17,232140,와이씨,100.00,weak,종가매매,기계/장비,open,-3.9350
2025-07-17,009420,한올바이오파마,100.00,weak,종가매매,제약,stop,-2.0000
2025-07-17,000100,유한양행,98.45,weak,종가매매,제약,stop,-2.0000
2025-07-17,087010,펩트론,92.88,weak,종가매매,제약,close,3.8801
2025-07-17,249420,일동제약,87.13,weak,종가매매,제약,stop,-2.0000
2025-07-18,022100,포스코DX,100.00,weak,종가매매,일반서비스,close,1.1834
2025-07-18,078600,대주전자재료,99.57,weak,종가매매,전기/전자,stop,-2.0000
2025-07-18,457190,이수스페셜티케미컬,99.08,weak,종가매매,화학,close,1.3058
2025-07-18,006280,녹십자,98.38,weak,종가매매,제약,close,0.4560
2025-07-18,009520,포스코엠텍,98.26,weak,종가매매,금속,open,-2.5076
2025-07-21,272290,이녹스첨단소재,93.57,strong,모멘텀(),전기/전자,stop,-2.0000
2025-07-21,044490,태웅,82.23,strong,모멘텀(),금속,open,-4.6350
2025-07-21,009830,한화솔루션,77.94,strong,모멘텀(),화학,stop,-2.0000
2025-07-21,112610,씨에스윈드,74.28,strong,모멘텀(),금속,stop,-2.0000
2025-07-21,068760,셀트리온제약,72.62,strong,모멘텀(),제약,stop,-2.0000
2025-07-22,082740,한화엔진,100.00,weak,종가매매,기계/장비,stop,-2.0000
2025-07-22,060250,NHN KCP,99.15,weak,종가매매,금융,open,-5.1791
2025-07-22,460930,현대힘스,98.67,weak,종가매매,운송장비/부품,stop,-2.0000
2025-07-22,001270,부국증권,98.19,weak,종가매매,증권,open,-3.8519
2025-07-22,005300,롯데칠성,97.90,weak,종가매매,음식료/담배,stop,-2.0000
2025-07-23,047050,포스코인터내셔널,100.00,weak,종가매매,유통,stop,-2.0000
2025-07-23,005850,에스엘,99.91,weak,종가매매,운송장비/부품,stop,-2.0000
2025-07-23,009520,포스코엠텍,97.11,weak,종가매매,금속,stop,-2.0000
2025-07-23,000250,삼천당제약,96.47,weak,종가매매,제약,close,5.6206
2025-07-23,251270,넷마블,92.95,weak,종가매매,IT 서비스,stop,-2.0000
2025-07-24,083650,비에이치아이,97.84,weak,종가매매,기계/장비,stop,-2.0000
2025-07-24,100840,SNT에너지,97.78,weak,종가매매,기계/장비,close,4.5685
2025-07-24,237690,에스티팜,97.76,weak,종가매매,제약,stop,-2.0000
2025-07-24,322000,HD현대에너지솔루션,97.76,weak,종가매매,전기/전자,stop,-2.0000
2025-07-24,267270,HD건설기계,97.37,weak,종가매매,기계/장비,stop,-2.0000
2025-07-25,034220,LG디스플레이,100.00,weak,종가매매,전기/전자,close,3.4826
2025-07-25,082740,한화엔진,97.67,weak,종가매매,기계/장비,stop,-2.0000
2025-07-25,336260,두산퓨얼셀,84.73,weak,종가매매,전기/전자,stop,-2.0000
2025-07-25,100840,SNT에너지,77.23,weak,종가매매,기계/장비,open,-4.1748
2025-07-25,009420,한올바이오파마,75.88,weak,종가매매,제약,stop,-2.0000
2025-07-28,399720,가온칩스,100.00,weak,종가매매,전기/전자,open,-3.2353
2025-07-28,047810,한국항공우주,99.78,weak,종가매매,운송장비/부품,stop,-2.0000
2025-07-28,183300,코미코,98.42,weak,종가매매,기계/장비,close,3.8082
2025-07-28,005290,동진쎄미켐,98.41,weak,종가매매,화학,stop,-2.0000
2025-07-28,097230,HJ중공업,97.98,weak,종가매매,건설,stop,-2.0000
2025-07-29,489790,한화비전,93.59,strong,모멘텀(),전기/전자,stop,-2.0000
2025-07-29,357780,솔브레인,90.37,strong,모멘텀(),화학,close,1.2220
2025-07-29,185750,종근당,84.36,strong,모멘텀(),제약,open,-6.5285
2025-07-29,042660,한화오션,82.24,strong,모멘텀(),운송장비/부품,close,2.2727
2025-07-29,047810,한국항공우주,80.89,strong,모멘텀(),운송장비/부품,stop,-2.0000
2025-07-30,077360,덕산하이메탈,92.92,neutral,모멘텀(),전기/전자,open,-2.7473
2025-07-30,007390,네이처셀,88.04,neutral,모멘텀(),제약,open,-4.4715
2025-07-30,200710,에이디테크놀로지,86.78,neutral,모멘텀(),전기/전자,stop,-2.0000
2025-07-30,009150,삼성전기,83.14,neutral,모멘텀(),전기/전자,stop,-2.0000
2025-07-30,067310,하나마이크론,79.15,neutral,모멘텀(),전기/전자,stop,-2.0000
2025-07-31,042660,한화오션,92.87,neutral,모멘텀(),운송장비/부품,stop,-2.0000
2025-07-31,007390,네이처셀,90.74,neutral,모멘텀(),제약,open,-3.1746
2025-07-31,077360,덕산하이메탈,90.71,neutral,모멘텀(),전기/전자,open,-2.0121
2025-07-31,329180,HD현대중공업,82.94,neutral,모멘텀(),운송장비/부품,stop,-2.0000
2025-07-31,023160,태광,81.75,neutral,모멘텀(),금속,stop,-2.0000
2025-08-01,077970,STX엔진,98.50,weak,종가매매,기계/장비,open,-2.4341
2025-08-01,295310,에이치브이엠,96.57,weak,종가매매,금속,open,-7.8103
2025-08-01,025980,아난티,94.56,weak,종가매매,일반서비스,open,-2.3992
2025-08-01,051900,LG생활건강,75.81,weak,종가매매,화학,close,1.8771
2025-08-01,042660,한화오션,60.36,weak,종가매매,운송장비/부품,open,-2.2147
2025-08-04,097230,HJ중공업,92.46,strong,모멘텀(),건설,stop,-2.0000
2025-08-04,347700,스피어,87.85,strong,모멘텀(),IT 서비스,stop,-2.0000
2025-08-04,075580,세진중공업,85.10,strong,모멘텀(),운송장비/부품,close,0.2138
2025-08-04,100090,SK오션플랜트,82.92,strong,모멘텀(),금속,open,-2.2573
2025-08-04,030530,원익홀딩스,80.52,strong,모멘텀(),화학,stop,-2.0000
2025-08-05,229640,LS에코에너지,92.14,neutral,모멘텀(),금융,open,-2.0556
2025-08-05,107640,한중엔시에스,91.81,neutral,모멘텀(),전기/전자,close,8.0444
2025-08-05,326030,SK바이오팜,89.17,neutral,모멘텀(),일반서비스,open,-2.5135
2025-08-05,247540,에코프로비엠,88.40,neutral,모멘텀(),전기/전자,close,1.1245
2025-08-05,347700,스피어,83.35,neutral,모멘텀(),IT 서비스,open,-2.0573
2025-08-06,097230,HJ중공업,91.78,neutral,모멘텀(),건설,close,19.8600
2025-08-06,457190,이수스페셜티케미컬,89.86,neutral,모멘텀(),화학,stop,-2.0000
2025-08-06,278470,에이피알,85.30,neutral,모멘텀(),화학,close,5.2758
2025-08-06,107640,한중엔시에스,80.76,neutral,모멘텀(),전기/전자,close,-1.7972
2025-08-06,003570,SNT다이내믹스,78.71,neutral,모멘텀(),운송장비/부품,stop,-2.0000
2025-08-07,097230,HJ중공업,89.39,neutral,모멘텀(),건설,stop,-2.0000
2025-08-07,278470,에이피알,78.15,neutral,모멘텀(),화학,stop,-2.0000
2025-08-07,035720,카카오,77.30,neutral,모멘텀(),IT 서비스,stop,-2.0000
2025-08-07,077970,STX엔진,77.15,neutral,모멘텀(),기계/장비,close,5.6466
2025-08-07,062040,산일전기,76.11,neutral,모멘텀(),전기/전자,stop,-2.0000
