date,code,name,score,regime,ret_pct
2025-09-12,336260,두산퓨얼셀,96.91,neutral,-1.5267
2025-09-12,166090,하나머티리얼즈,96.81,neutral,3.2345
2025-09-18,066570,LG전자,99.12,strong,-0.4866
2025-09-18,000400,롯데손해보험,97.97,strong,0.6590
2025-09-18,232140,와이씨,97.61,strong,0.2137
2025-09-18,031980,피에스케이홀딩스,97.52,strong,3.7204
2025-09-18,077360,덕산하이메탈,96.50,strong,0.9449
2025-09-23,457190,이수스페셜티케미컬,99.86,neutral,0.7812
2025-09-23,068270,셀트리온,98.54,neutral,0.0000
2025-09-23,036540,SFA반도체,97.38,neutral,0.4728
2025-09-23,448900,한국피아이엠,96.74,neutral,3.3846
2025-09-23,252990,샘씨엔에스,96.11,neutral,-1.2129
2025-09-29,041190,우리기술투자,98.01,strong,7.2368
2025-09-29,003530,한화투자증권,97.56,strong,3.3871
2025-09-29,448900,한국피아이엠,95.56,strong,0.1546
2025-09-29,249420,일동제약,93.99,strong,-1.1799
2025-09-29,010950,S-Oil,68.35,strong,-2.0062
2025-10-01,181710,NHN,97.13,neutral,1.0435
2025-10-01,348340,뉴로메카,97.13,neutral,-1.7241
2025-10-01,003160,디아이,96.88,neutral,1.3925
2025-10-01,195870,해성디에스,96.54,neutral,6.8820
2025-10-01,089010,켐트로닉스,95.80,neutral,0.2793
2025-10-10,042700,한미반도체,97.64,neutral,-3.0227
2025-10-10,124500,아이티센글로벌,83.80,neutral,0.8850
2025-10-10,034020,두산에너빌리티,73.24,neutral,0.5369
2025-10-10,010950,S-Oil,72.78,neutral,-3.4431
2025-10-10,006910,보성파워텍,70.96,neutral,-1.4286
2025-10-13,001440,대한전선,100.00,strong,2.8115
2025-10-13,009520,포스코엠텍,100.00,strong,0.0632
2025-10-13,010130,고려아연,96.71,strong,4.5100
2025-10-13,083650,비에이치아이,95.91,strong,1.0490
2025-10-13,003160,디아이,95.61,strong,2.0270
2025-10-15,229640,LS에코에너지,100.00,strong,2.4027
2025-10-15,052690,한전기술,99.45,strong,1.8614
