date,code,name,score,regime,strategy,sector,exit_type,ret_pct
2025-07-31,005380,현대차,70.22,neutral,종가매매+섹터,운송장비/부품,open,-0.9390
2025-07-31,023160,태광,70.12,neutral,종가매매+섹터,금속,open,-0.2174
2025-08-01,295310,에이치브이엠,96.57,weak,종가매매+섹터,금속,open,-7.8103
2025-08-01,042660,한화오션,60.36,weak,종가매매+섹터,운송장비/부품,open,-2.2147
2025-08-04,075580,세진중공업,81.18,strong,종가매매+섹터,운송장비/부품,open,1.9244
2025-08-05,247540,에코프로비엠,96.98,neutral,종가매매+섹터,전기/전자,open,0.1606
2025-08-05,107640,한중엔시에스,96.29,neutral,종가매매+섹터,전기/전자,open,-0.8322
2025-08-05,450080,에코프로머티,63.45,neutral,종가매매+섹터,전기/전자,open,1.6514
2025-08-05,006400,삼성SDI,60.02,neutral,종가매매+섹터,전기/전자,open,-0.7026
2025-08-06,247540,에코프로비엠,65.90,neutral,종가매매+섹터,전기/전자,open,1.3503
2025-08-06,450080,에코프로머티,63.91,neutral,종가매매+섹터,전기/전자,open,0.7663
2025-08-06,052690,한전기술,51.22,neutral,종가매매+섹터,일반서비스,open,0.7269
2025-08-07,062040,산일전기,52.21,neutral,종가매매+섹터,전기/전자,open,0.1656
2025-08-08,222800,심텍,96.08,neutral,종가매매+섹터,전기/전자,open,-0.3591
2025-08-08,445680,큐리옥스바이오시스템즈,95.06,neutral,종가매매+섹터,의료/정밀기기,open,-1.8924
2025-08-11,122870,와이지엔터테인먼트,93.54,neutral,종가매매+섹터,오락/문화,open,-1.4382
2025-08-11,035760,CJ ENM,76.07,neutral,종가매매+섹터,오락/문화,open,-0.6667
2025-08-12,119850,지엔씨에너지,85.06,weak,종가매매+섹터,전기/전자,open,0.3058
2025-08-13,213420,덕산네오룩스,97.37,neutral,종가매매+섹터,전기/전자,open,-2.8970
2025-08-13,035900,JYP Ent.,97.28,neutral,종가매매+섹터,오락/문화,open,6.4729
2025-08-13,009450,경동나비엔,97.08,neutral,종가매매+섹터,전기/전자,open,0.8750
2025-08-13,090460,비에이치,96.95,neutral,종가매매+섹터,전기/전자,open,-2.1631
2025-08-13,034220,LG디스플레이,96.58,neutral,종가매매+섹터,전기/전자,open,-2.3326
2025-08-14,098070,한텍,96.87,neutral,종가매매+섹터,기계/장비,open,4.0426
2025-08-14,018880,한온시스템,96.54,neutral,종가매매+섹터,기계/장비,open,0.9534
2025-08-14,077970,STX엔진,95.64,neutral,종가매매+섹터,기계/장비,open,-5.2342
2025-08-14,035900,JYP Ent.,51.55,neutral,종가매매+섹터,오락/문화,open,-0.8827
2025-08-18,077970,STX엔진,94.61,weak,종가매매+섹터,기계/장비,open,0.1295
2025-08-18,098070,한텍,69.08,weak,종가매매+섹터,기계/장비,open,1.7730
2025-08-19,253450,스튜디오드래곤,98.73,weak,종가매매+섹터,오락/문화,open,0.6079
